"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"LT9GBGH2","journalArticle","1989","Stromgren, B.J.","Developing the intrapreneur.","Topics in health record management","","02705230 (ISSN)","","https://www-scopus-com-cimr.knimbus.com/inward/record.uri?eid=2-s2.0-0024687422&partnerID=40&md5=12e2d2c8f2069ab2ee8d7ebec11bcb92","","1989","2024-04-17 14:00:06","2024-05-06 09:31:36","","24-28","","4","9","","Top Health Rec Manage","","","","","","","","English","","","Scopus","","","","","","","","Commerce; United States; creativity; Role; article; commercial phenomena; human; Human; methodology; organization and management; Creativeness; health care facility; Health Facility Administrators; hospital administrator; Hospital Administrators; medical record; Medical Records Department, Hospital; organization; Organizational Innovation; personnel management; Personnel Management; role playing; Staff Development; Include-Screening-JournalArticles","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H4NNZP3G","journalArticle","2007","Gapp, R.; Fisher, R.","Developing an intrapreneur-led three-phase model of innovation","International Journal of Entrepreneurial Behaviour & Research","","13552554 (ISSN)","10.1108/13552550710829151","https://www-scopus-com-cimr.knimbus.com/inward/record.uri?eid=2-s2.0-34748889902&doi=10.1108%2f13552550710829151&partnerID=40&md5=010cbbb975aafb771f7c4f56443b8a52","Purpose – The paper seeks to demonstrate an intrapreneur-led three-phase model of innovation based on understanding the relationships between service delivery and product development thought, and the application of intrapreneurial-focused teams in the healthcare and manufacturing industries. Design/methodology/approach – The research proposes a model that starts with effective teambuilding within an intrapreneurial context, then encompasses the relationship between service and product as a platform for the development of more effective innovation. A two-part qualitative case study provides insight and understanding of the model's application within both service and manufacturing environments. Findings – Investigating service delivery shortfalls with effectively developed intrapreneurial teams leads to new and/or improved services. New service developments in turn lead to the development of new products. An action research model based on Deming's PDSA (plan, do, study, act) cycle determines the point of departure for each stage of innovation. The PDSA cycle provides a method for combining innovation, knowledge development and management. Practical implications – Current approaches focus on the characteristics of intrapreneurs rather than on the linked activities that lead to successful product/service innovation. Important issues such as how teams progress through the stages of service and product development are not usually considered. As a consequence, there is little in the extant literature to guide prospective intrapreneurs or organisations. Originality/value – Little research has been conducted into how intrapreneurship occurs in organisations. This paper provides insight into how intrapreneurship functions through new service and new product innovations in both the service and manufacturing sectors. © 2007, Emerald Group Publishing Limited","2007","2024-03-18 17:50:30","2024-05-07 12:37:22","","330-348","","6","13","","Int. J. Entrep. Behav. Res.","","","","","","","","English","","","Scopus","","","95","","","","https://media.proquest.com/media/hms/OBJ/p0NOT?_a=ChgyMDI0MDQxNzIwMDEzOTk1Mzo1NjUwMzgSBzEyODMyODkaCk9ORV9TRUFSQ0giDzExMS4xMjUuMjA4LjI0OCoFMjYxOTUyCTIxMjE2NzA0NToNRG9jdW1lbnRJbWFnZUIBMFIGT25saW5lWgJGVGIDUEZUagoyMDA3LzExLzAxcgoyMDA3LzEyLzMxegCCASpQLTEwMDAwMDEtMTg1MjkwLUNVU1RPTUVSLTEwMDAwMDA4LTQ4OTMwMTWSAQZPbmxpbmXKAW9Nb3ppbGxhLzUuMCAoV2luZG93cyBOVCAxMC4wOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTIzLjAuMC4wIFNhZmFyaS81MzcuMzbSARJTY2hvbGFybHkgSm91cm5hbHOaAgdQcmVQYWlkqgIrT1M6RU1TLU1lZGlhTGlua3NTZXJ2aWNlLWdldE1lZGlhVXJsRm9ySXRlbcoCB0ZlYXR1cmXSAgFZ8gIA%2BgIBToIDA1dlYooDHENJRDoyMDI0MDQxNzIwMDEzOTk1Mzo1Mjg3MTA%3D&_s=A7OcSzXl%2BD9%2B0p%2BNcemogQIWtp4%3D","Innovation; Intrapreneurship; Entrepreneurship; Corporate culture; Entrepreneurs; Action learning; Health services; Manufacturing; Teambuilding; Intrapreneurs; Innovations; Product development; Teams; Business And Economics--Small Business; Service innovation; Customer services; Models; Studies; 9130:Experimental/theoretical; 9520:Small business; 5400:Research & development; 2400:Public relations; 7500:Product planning & development; Corporate growth; Product innovation; Include-Screening-JournalArticles","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BM7ESLRQ","journalArticle","2006","Basso, O.","Can intrapreneurs be managed ?","Revue Francaise de Gestion","","03384551 (ISSN)","10.3166/rfg.168-169.225-242","https://www-scopus-com-cimr.knimbus.com/inward/record.uri?eid=2-s2.0-67649233000&doi=10.3166%2frfg.168-169.225-242&partnerID=40&md5=987c26702c780724ac516ec101922655","Entrepreneurial dynamics within large companies, which are a key component of their competitiveness, seem to depend largely on a specific player at the heart of the business development process: the 'intrapreneur'. How exactly we are to define what an intrapreneur is, however, remains to be seen. Are they a breed apart? Do they call for a specific managerial style? Beyond the choice between two organizational approaches (that of a separate entity devoted to new projects and that of an entrepreneurial spirit spread throughout the whole company), business systems that do not acknowledge the specificity of such entrepreneurial employees often allow their role to be determined almost entirely by the interpersonal dimensions of management Entrepreneurial dynamics within large companies, which are a key component of their competitiveness, seem to depend largely on a specific player at the heart of the business development process: the 'intrapreneur'. How exactly we are to define what an intrapreneur is, however, remains to be seen. Are they a breed apart? Do organizational approaches (that of a separate entity devoted to new projects and that of an entrepreneurial spirit spread throughout the whole company), business systems that do not acknowledge the specificity of such entrepreneurial employees often allow their role to be determined almost entirely by the interpersonal dimensions of management ©Lavoisier. Tous droits réservés pour tous pays.","2006","2024-04-17 14:00:10","2024-05-07 12:37:08","","225-242","","9-10","168-169","","Rev. Fr. Gestion","Peut-on manager les intrapreneurs ?","","","","","","","French","","","Scopus","","","90","Publisher: Lavoisier","","","","ENTREPRENEURSHIP; VENTURE capital; BUSINESSPEOPLE; BUSINESS enterprises; BUSINESS development; ECONOMIC competition; BIG business; Exclude-Screening-Language; Include-Screening-JournalArticles; Include-Screening-EBSCO","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADLTV4UB","journalArticle","2012","Camelo-Ordaz, C.; Fernández-Alles, M.; Ruiz-Navarro, J.; Sousa-Ginel, E.","The intrapreneur and innovation in creative firms","International Small Business Journal","","17412870 (ISSN)","10.1177/0266242610385396","https://www-scopus-com-cimr.knimbus.com/inward/record.uri?eid=2-s2.0-84864390738&doi=10.1177%2f0266242610385396&partnerID=40&md5=c660d47c4a53be2f4f6ea9ba3c6e07fe","This article analyses how the intrapreneur's demographic characteristics and personal values influence innovation performance in small creative firms. We demonstrate that the intrapreneur's previous experience in developing and commercializing creative products and services, together with an entrepreneurial value system (EVS), constitute characteristics that positively affect a firm's innovation performance. This article makes two main contributions. First, research on factors that stimulate innovation in small creative firms is scarce. Second, the article applies a cognitive approach integrating demographic characteristics and personal values, aspects that are rarely jointly explored in entrepreneurship research. © The Author(s) 2011.","2012","2024-03-18 17:50:31","2024-05-07 13:14:12","","513-535","","5","30","","Int. Small. Bus. J.","","","","","","","","English","","","Scopus","","","85","","","","","Intrapreneur; Innovation; Intrapreneurship; Entrepreneurship; intrapreneur; innovation; Entrepreneurs; demographic characteristics; personal values; small creative firms; Intrapreneurs; Values; Innovations; Business And Economics--Small Business; 9130:Experiment/theoretical treatment; Studies; 9520:Small business; Small business; Company; Demographics; 1220:Social trends & culture; ENTREPRENEURSHIP; INNOVATIONS in business; SMALL business; DEMOGRAPHIC characteristics; VALUES (Ethics); Demographic Characteristics; Personal Values; Small Creative Firms; Include-Screening-JournalArticles; Include-Screening-EBSCO; Include-Screening-Sage","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FCTWZYH4","journalArticle","2000","Pantry, S.; Griffiths, P.","Being an intrapreneur and creating a successful information service within your organization","Business Information Review","","02663821 (ISSN)","10.1177/0266382004237773","https://www-scopus-com-cimr.knimbus.com/inward/record.uri?eid=2-s2.0-84992785049&doi=10.1177%2f0266382004237773&partnerID=40&md5=3bd3cc196437d0af6c382fbcaf8f1f85","Suggests various ways in which library and information professionals can and should demonstrate to their organizations and to the public that their function is not merely useful but provides an essential service. These are likely to include a combination of marketing, corporate intelligence, management skills and innovative thought and to be based on the belief that library and information professionals are best equipped to make sense of the new areas of information and knowledge management that are currently proliferating. Argues that the key to success lies in a new style of management, defined as ‘intrapreneurial’ as applied to library and information service management. The fundamental nature and characteristics of intrapreneurs are discussed. These qualities include the ability to: allocate resources for service quality; delegate and organize; reduce individual and team stress; accept responsibility of leadership; motivate at all levels; select a good team; and develop a good team. The five requirements identified as being essential to allow the growth of intrapreneurship comprise: encouragement of risk-taking; financing, rewarding and recognizing innovation; improved means for dissemination of innovation in the public sector; provision of political leadership; and development of a new breed of public sector managers who are trained and motivated as intrapreneurs. © 2000, Sage Publications. All rights reserved.","2000","2024-03-18 17:50:29","2024-05-07 12:36:27","","205-214","","4","17","","Bus. Inf. Rev.","","","","","","","","English","","","Scopus","","","75","","","","","Public sector; Information services; Intrapreneurs; United Kingdom--UK; Business And Economics--Management; 9175:Western Europe; 2200:Managerial skills; Information professionals; Management styles; 9550:Public sector; 5200:Communications & information management; BUSINESS information services; KNOWLEDGE management; Include-Screening-JournalArticles; Include-Screening-EBSCO; Include-Screening-Sage","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RPT5GB7X","journalArticle","1986","Morse, C.W.","The delusion of intrapreneurship","Long Range Planning","","00246301 (ISSN)","10.1016/0024-6301(86)90101-9","https://www-scopus-com-cimr.knimbus.com/inward/record.uri?eid=2-s2.0-38249039782&doi=10.1016%2f0024-6301%2886%2990101-9&partnerID=40&md5=3f53244d98553d7ef96f6f51179e1c7b","The purpose of this article is to provide some insight into the limitations in the concept of intrapreneurship, the definition of an 'intrapreneur' being an entrepreneur operating within a large comany rather than in his own business. The author believes that intrapreneurship is not a formula for successful innovation in large companies as a bureaucratic system cannot provide the rewards and the personal autonomy which the true entrepreneur requires. © 1986.","1986","2024-04-17 14:00:18","2024-05-07 12:36:13","","92-95","","6","19","","Long Range Plann.","","","","","","","","English","","","Scopus","","","70","","","","","ENTREPRENEURSHIP; BUSINESSPEOPLE; TECHNOLOGICAL innovations; BUSINESS success; BUREAUCRACY; NEW business enterprises; BIG business; Include-Screening-JournalArticles; Include-Screening-EBSCO","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JRMLBQHI","journalArticle","2013","Martiarena, Aloña","What's so entrepreneurial about intrapreneurs?","Small Business Economics","","0921898X","10.1007/s11187-011-9348-1","https://www.proquest.com/scholarly-journals/whats-so-entrepreneurial-about-intrapreneurs/docview/1270351593/se-2?accountid=185290","This paper discusses the determinants of becoming an intrapreneur. Individuals maximise their utility while deciding among three occupations: independent entrepreneurship, paid employment and intrapreneurship. I show that intrapreneurs resemble employees rather than entrepreneurs. Specifically, comparing the decision-making of intrapreneurs to that of entrepreneurs, the former are significantly more risk averse, expect lower but less uncertain reward and are broadly endowed with a poorer set of entrepreneurial abilities; despite having higher levels of human capital they fail to recognise business opportunities and have lower confidence in their entrepreneurial skills. A distinction within the category of intrapreneurship, based on the level of engagement and therefore the level of personal risks they bear, adds to our understanding of intrapreneurship. Engaged intrapreneurs, i.e., intrapreneurs that expect to acquire an ownership stake in the business, unlike the rest of intrapreneurs, share the attributes usually assumed to characterise entrepreneurs.[PUBLICATION ABSTRACT]","2013-01","2024-04-17 20:30:40","2024-05-07 12:38:15","","27-39","","1","40","","","","","","","","","","English","","","ABI/INFORM Collection","1270351593","","85","Place: Dordrecht Publisher: Springer Nature B.V.","","","https://media.proquest.com/media/hms/OBJ/aTMfU?_a=ChgyMDI0MDQxNzIwMjYwODQ2ODo0MTAxMTgSBzEyODMyODkaCk9ORV9TRUFSQ0giDzExMS4xMjUuMjA4LjI0OCoFMzA1NjgyCjEyNzAzNTE1OTM6DURvY3VtZW50SW1hZ2VCATBSBk9ubGluZVoCRlRiA1BGVGoKMjAxMy8wMS8wMXIKMjAxMy8wMS8zMXoAggEqUC0xMDAwMDAxLTE4NTI5MC1DVVNUT01FUi0xMDAwMDAwOC00ODkzMDE1kgEGT25saW5lygFvTW96aWxsYS81LjAgKFdpbmRvd3MgTlQgMTAuMDsgV2luNjQ7IHg2NCkgQXBwbGVXZWJLaXQvNTM3LjM2IChLSFRNTCwgbGlrZSBHZWNrbykgQ2hyb21lLzEyMy4wLjAuMCBTYWZhcmkvNTM3LjM20gESU2Nob2xhcmx5IEpvdXJuYWxzmgIHUHJlUGFpZKoCK09TOkVNUy1NZWRpYUxpbmtzU2VydmljZS1nZXRNZWRpYVVybEZvckl0ZW3KAgdGZWF0dXJl0gIBWfICAPoCAU6CAwNXZWKKAxxDSUQ6MjAyNDA0MTcyMDE0MTc4MDA6Mzk3Mzc5&_s=%2BKdihaAhJviQSLiF6rwzoUAwic0%3D","Decision making; Intrapreneurship; Entrepreneurship; Engagement; GEM; Occupational choice theory; Entrepreneurs; Intrapreneurs; Employees; Business And Economics--Small Business; Self employment; Occupational choice; L26; Studies; 9130:Experimental/theoretical; 9520:Small business; 6100:Human resource planning; Theory; Risk aversion; J24; ENTREPRENEURSHIP; COMPARATIVE studies; HUMAN capital; DECISION making; EMPLOYMENT; J31; J62; RISK aversion; VOCATIONAL guidance; Include-Screening-JournalArticles; Include-Screening-EBSCO","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DCA7G25L","journalArticle","2003","Rodriguez-Pomeda, Jesus; Fernando Casani-Fernandez de Navarrete; Morcillo-Ortega, Patricio; Jose Miguel Rodriguez-Anton","The figure of the intrapreneur in driving innovation and initiative for the firm's transformation","International Journal of Entrepreneurship and Innovation Management","","1368275X","10.1504/IJEIM.2003.003290","https://www.proquest.com/scholarly-journals/figure-intrapreneur-driving-innovation-initiative/docview/194783855/se-2?accountid=185290","To survive in the present economic environment, organizations need  to develop new capabilities. The classic concept of internal entrepreneur  combines innovation and entrepreneurial initiative. From our point of view, the  new concept of intrapreneur has three dimensions: innovation (change and  culture), intramarkets (changes in organisational structures) and initiative  (proactive attitude). These are the '3 Is for Intrapreneurship'  This theoretical statement is applied to an empirical analysis of 50  intrapreneurs from major Spanish firms. They were interviewed using the  McClelland's 'Critical Incident Review'.  We conclude that corporate development is a complex adaptive process aided  by the intrapreneur. [PUBLICATION ABSTRACT]","2003","2024-04-18 14:50:26","2024-05-07 12:35:59","","349-357","","4","3","","","","","","","","","","English","","","ABI/INFORM Collection","194783855","","90","Place: Milton Keynes Publisher: Inderscience Enterprises Ltd.","","","","Innovation; Intrapreneurship; entrepreneurship; innovation; internal entrepreneur; intramarkets; Intrapreneurs; Innovations; Spain; Business And Economics--Management; Studies; 9130:Experimental/theoretical; 2500:Organizational behavior; 5400:Research & development; 9175:Western Europe; Organization development; Research & development--R&D; Manycompanies; Research & development; Corporate development; Initiative; Include-Screening-JournalArticles","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RQ22W4RK","journalArticle","1999","Davis, KS","Decision criteria in the evaluation of potential intrapreneurs","JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT","","0923-4748","10.1016/S0923-4748(99)00013-2","","Social cognition theory constructs were applied to systematically identify decision criteria underlying managers' selection of individuals for intrapreneurial and general administrative manager positions. Results revealed 19 attributes uniquely ascribed to the role of intrapreneur, 24 attributes uniquely ascribed in the role of general administrative manager, and 37 attributes held in common across the two roles. Differences in the average number of attributes elicited varied across sample groups, with a larger number of attributes elicited from individuals with greater entre/intrapreneurial expertise. Implications for researchers, organizations, and aspiring intrapreneurs are discussed. (C) 1999 Elsevier Science B.V. All rights reserved.","1999-09","2024-04-29 10:50:07","2024-05-07 12:35:40","","295-327","","3-4","16","","","","","","","","","","English","","","","WOS:000084538100004","","90","","","","","Decision making; Intrapreneurship; intrapreneurship; Intrapreneurs; Personnel selection; Social cognition theory; Supervisory personnel; Decision-making; Expertise; Selection; PERFORMANCE; MODEL; CORPORATE ENTREPRENEURSHIP; STRATEGY; COGNITIVE CATEGORIZATION; COMPETITION; decision-making; expertise; MIDDLE MANAGERS; ORGANIZATION STRUCTURE; selection; SELECTION; social cognition theory; TECHNOLOGICAL INNOVATION; EXECUTIVES; EMPLOYEE selection; SOCIAL perception; Include-Screening-JournalArticles; Include-Screening-WebofSci; Include-Screening-EBSCO","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2J6A2SCQ","journalArticle","2017","MILLER, DARA; BAUER, JOACHIM","Defining the Motivations and Capabilities of Young Intrapreneurs: Literature Review and Research Opportunities.","ISM Journal of International Business","","21501076","","https://search-ebscohost-com-cimr.knimbus.com/login.aspx?direct=true&db=buh&AN=127780739&site=ehost-live","Since 1985, when Gifford Pinchot made popular the term ""intrapreneurship"" to represent entrepreneurial activities within an organization, corporations have increasingly worked to create intrapreneurial programs and to identify intrapreneurs within their organizations. In this paper, the authors aim to synthesize existing concepts and research related to the process of intrapreneurship. A view of theoretical frameworks and empirical studies is presented, focusing on the intrapreneurs themselves, including the attributes which comprise their behaviors. Finally, a critical conflict in current research is identified and discussed, and future research needs are identified. [ABSTRACT FROM AUTHOR]","2017-01","2024-04-29 12:25:17","2024-05-07 12:23:02","","3-10","","","","","ISM Journal of International Business","","","","","","","","","","","Business Source Premier","","EBSCOhost","90","","","","","ENTREPRENEURSHIP; BUSINESSPEOPLE; LITERATURE reviews; ATTITUDE (Psychology); INNOVATIONS in business; YOUNG businesspeople; Include-Screening-EBSCO","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M5ACYZDQ","journalArticle","2006","Singh, J.","The Rise and Decline of Organizations: Can 'Intrapreneurs' Play a Saviour's Role?","Vikalpa: The Journal for Decision Makers","","02560909","10.1177/0256090920060111","https://search-ebscohost-com-cimr.knimbus.com/login.aspx?direct=true&db=buh&AN=20500311&site=ehost-live","Focuses on the rise and fall of large international firms and some Indian firms.  Reasons for decline; Lessons from enduring corporations; Features of management by control; Common pitfalls in hiring consultants to lead a firm's response to competitive challenge; Conditions for nurturing corporate intrapreneurs.","2006-01","2024-04-29 12:39:40","2024-05-07 12:35:25","","123-127","","1","31","","Vikalpa: The Journal for Decision Makers","","","","","","","","","","","Business Source Premier","","EBSCOhost","80","Publisher: Sage Publications Inc.","","","","Elements of Longevity; Enduring Organizations; Intrapreneur-led Organizations; Intrapreneurial Culture; Shortening Corporate Life-spans; Intrapreneurs; Business And Economics--Management; MANAGEMENT; ENTREPRENEURSHIP; CORPORATE culture; BUSINESS success; BUSINESS failures; Include-Screening-EBSCO; Include-Screening-Sage","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S28VRZHL","journalArticle","2020","Curtis, Mary B.; Chui, Lawrence; Pavur, Robert J.","Intention to Champion Continuous Monitoring: A Study of Intrapreneurial Innovation in Organizations.","Journal of Emerging Technologies in Accounting","","15541908","10.2308/JETA-2020-014","https://search-ebscohost-com-cimr.knimbus.com/login.aspx?direct=true&db=buh&AN=147805397&site=ehost-live","Innovations in organizations often arise through the efforts of intrapreneurs—entrepreneurial-oriented employees who typically work outside of their day-to-day job responsibilities. Currently, little research has addressed this important source of innovation. Using Innovation Value Chain theory, we theorize that individual, organizational, and innovation-specific factors influence intrapreneurial innovation, operationalized as managerial accountants' intentions to champion the adoption of an IT innovation within their organizations. Additionally, we consider how information system complexity may influence these factors. We test our model using a structural equation model (SEM) with 320 management accountants. Perceptions of organizational orientation toward innovation and of the technology are significant determinants of individuals' intention to champion the adoption of continuous monitoring. Individual inclination to innovate is not significant in the presence of the other two factors. We also find that system complexity lowers perceptions of the technology's benefits, thus inhibiting intention to champion. [ABSTRACT FROM AUTHOR]","2020","2024-04-29 12:54:04","2024-05-07 12:35:07","","119-140","","2","17","","Journal of Emerging Technologies in Accounting","","","","","","","","","","","Business Source Premier","","EBSCOhost","85","Publisher: American Accounting Association","","","","Intrapreneur; Innovation; Continuous monitoring; Innovation value chain theory; Second-order structural equation model (SEM); System complexity; intrapreneur; innovation; INTENTION; STRUCTURAL equation modeling; continuous monitoring; INFORMATION storage & retrieval systems; innovation value chain theory; MANAGEMENT accountants; second-order structural equation model (SEM); system complexity; VALUE chains; Include-Screening-JournalArticles; Include-Screening-EBSCO","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2FW2TNBR","journalArticle","2022","Hernández-Perlines, Felipe; Ariza-Montes, Antonio; Blanco-González-Tejero, Cristina","Intrapreneurship research: A comprehensive literature review.","Journal of Business Research","","01482963","10.1016/j.jbusres.2022.08.015","https://search-ebscohost-com-cimr.knimbus.com/login.aspx?direct=true&db=buh&AN=159188644&site=ehost-live","Organizations face continuous problems of survival and sustainability in the market, so innovation is vital for their growth. Entrepreneurship in the organization has been defined in various ways over the years, which has led to terminological confusion. Due to the innovation required by organizations for a proactive adaptation to the change and sustainability, intrapreneurship acquires special relevance for business development. Therefore, a literature review that considers intrapreneurship and the issues related to this concept is much needed. The search term 'intrapreneur' resulted in 312 articles published in WoS (Web of Science) between 1985 and 2021. These articles were analyzed using the VOSviewer software for the bibliometric analysis. The main authors and contributions in the area have been identified, in relation to the research objectives, enabling the generation of guidelines and proposals for future research. [ABSTRACT FROM AUTHOR]","2022-12","2024-04-29 12:54:04","2024-05-11 08:17:24","","428-444","","","153","","Journal of Business Research","","","","","","","","","","","Business Source Premier","","EBSCOhost","100","","","C:\Users\ADMIN\Desktop\Intrapreneurship - Research Papers\Intrapreneurship research A comprehensive literature review - Pg17.pdf; ","https://pdf.sciencedirectassets.com/271680/1-s2.0-S0148296322X0012X/1-s2.0-S0148296322006981/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjENj%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJGMEQCIFOmwA5xuVchggLnlrPWUm4MXl4eFEEUwpsSLea25lSTAiBwTiumkgCpUJH6z0kQikL5nP26cKyifaZTeHlEIZFxrSqzBQhAEAUaDDA1OTAwMzU0Njg2NSIMYKesAENsdQADxC8DKpAFqUQRPk8XlqRJSlGanzlfpkZdigt7QxNERg6o6eSyURJlad105RSWtuEwLnZPpPf6Raq3ifpzOhgQUELVTbtOiOPio10adpu8qKhA34ZQMZXeuvDuiTu1ycsRe6sOxFXXTKHNRxZKm%2BbY9ELZz2FkPqV1x9jeaKXujYBodIwNWEglYBffkr081Rxp49dLS0KvCnILn8bKJWMEVGrZRQrpkUgyjzNOM1pclvVMCXCgbPuBg0GM%2FjGEf3fuWj0b5nOIpnQL%2Fig5UtAPefhdM9OtNBXlLVxfiYP6W4omxakybF3SIJGt1P2UFPJ57JoLXqKIiKo%2BhvduZc7RoKQlAMCvWbE%2B2XdD5ezSjN41B1uHOlcvVT1z6GS%2BPypiYolkvCcWmu78HsDGN8SMXnsI94EK6lDfO5AQs9yhZLrKRONBXcTIT0fBGJzwePbYcD%2BQ5ydOCLV3OR65t7hAf%2BVo2Fkqr6OEBSzpZDCywT3svjJyKrne0YKmKz50BzLUxKkCdBoEXA5mypqrH1c8F%2BK3QGidTgyCrVHgc9qKl4oQst6beUS18LdnDuJ0yQICkbOE5GDpdscMh5CO3xbwhOhuC0uasbP6TFkuKgNQ8bUh%2Bco71uTsxTjbQELHlA3V2zCMvhiTc8xuBH%2BNDAyzjiH8QB8DiUFE%2B4wKf5s4lfRuf1Ok42qfrIz3fqhh%2BpuA4rPrJh8fIW61CxCUbOf8xRTUbupeEewBtE%2BMEt0u7QXCgBAyD1WiyjRshfj9uuXXledM7IanOwBU8%2FieVdXkpgmpI5gcIYNsAJBPP7eOP3GsdEK7%2FmJaceaz8JQDmuote4HCE6Fsb%2BLpdVlxO7qQrl1Bx4aLus9FKvP9ofNSKHQQ90pGvFsw%2BLj8sQY6sgG69JXj41T6AzGSZYkLERprA7RLgYTppLI6c90MoAD1bd2%2BeTlAgPvkDdHWKuvMhSzSE%2BZHq75xouGQTMA3kRJTlXQwIo%2Fv29n8UZ9CdC42j69%2FqGL1cSLTZcvrMIMW%2FuGWqhP1jx53Vkef6Fb34J7W9GMke3rfN9Shh%2F8UI8xkriXCKHO0iusF5xOLR3Fnay9R8UNN03NpN5yD3auxQiub1jRHF56lpoE5804FACgnJapW&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20240511T081254Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYRRUBZ3FU%2F20240511%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=d6a662c58d467a3633387326fa6583e0fd887fb6bdf35d71e3acf3c18fde9be1&hash=eb26442958de5cb5dac65e119b53ad0b33f525a18894bf20f5909c7730168fc4&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0148296322006981&tid=spdf-af1bdc31-a76c-4319-b3fe-2cd726ceb786&sid=c4a0f9b56652554569797389c96dd94b3a11gxrqb&type=client&tsoh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&ua=07095d565c5e0255&rr=8820b4e95e5d3f38&cc=in","Systematic literature review; Intrapreneurship; Bibliographic analysis; Literature review; MANAGEMENT; ORIENTATION; ENTREPRENEURSHIP; PERFORMANCE; MODEL; INNOVATION; CORPORATE ENTREPRENEURSHIP; BIBLIOMETRIC ANALYSIS; EMPLOYEE INTRAPRENEURSHIP; ORGANIZATIONAL IDENTIFICATION; STRATEGIC ENTREPRENEURSHIP; BUSINESS development; LITERATURE reviews; TECHNOLOGICAL innovations; BIBLIOMETRICS; Include-Screening-JournalArticles; Include-Screening-WebofSci; Include-Screening-EBSCO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
